Gene	OQ1	OQ2	OQ3	OQ4	OW1	OW2	OW3	OW4
FEX_0006944	268.60	331.95	249.45	261.54	591.81	340.21	485.71	241.89
FEX_0006945	576.40	463.05	775.09	948.12	789.19	1425.78	424.27	926.06
FEX_0006946	0.00	0.00	0.00	1.02	1.00	1.01	0.00	5.00
FEX_0006947	24.00	81.00	152.00	517.00	35.00	274.00	606.00	77.00
FEX_0006948	113.78	217.57	117.30	31.00	22.66	32.30	66.47	22.01
FEX_0006949	434.65	215.78	157.12	251.03	309.97	254.74	311.27	253.81
FEX_0006950	25.72	63.36	22.15	48.21	77.57	74.09	79.74	24.99
FEX_0006951	135.86	92.48	65.94	119.94	144.06	133.21	212.22	228.37
FEX_0006952	262.00	159.00	703.41	176.00	193.21	131.41	91.29	87.00
FEX_0006953	77.00	43.00	39.59	48.00	53.79	84.59	83.71	45.00
FEX_0006954	1.42	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0006956	181.58	86.00	133.00	71.00	52.00	99.00	60.64	85.00
FEX_0006957	299.97	254.91	384.51	388.01	290.45	196.92	204.49	82.55
FEX_0006958	674.20	702.64	579.50	717.59	888.58	1051.03	1131.56	1107.60
FEX_0006959	246.00	238.00	379.00	392.00	192.00	195.00	110.00	99.00
FEX_0006960	38.47	210.26	261.05	113.81	58.66	189.15	62.75	4.52
FEX_0006961	6.56	5.09	2.00	0.00	2.00	12.15	13.03	4.20
FEX_0006962	80.71	39.35	72.93	64.81	17.63	19.34	40.83	43.46
FEX_0006964	3.00	1.00	0.00	18.29	0.00	0.00	6.00	5.00
FEX_0006966	8.99	2.05	9.20	2.04	3.00	3.32	5.00	8.42
FEX_0006967	4.75	4.50	17.09	6.60	2.99	2.00	6.16	13.00
FEX_0006968	2.00	4.00	1.00	1.00	4.00	0.00	5.00	3.00
FEX_0006969	15.00	1.00	2.00	13.00	3.00	12.00	1.00	0.00
FEX_0006970	1.00	0.00	0.00	6.00	0.00	2.00	6.00	6.00
FEX_0006971	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006972	1.00	5.00	4.01	11.36	1.00	8.00	13.00	6.00
FEX_0006973	30.84	26.92	25.08	39.00	11.00	59.37	40.41	14.00
FEX_0006974	13.00	5.21	14.13	10.07	4.06	12.63	49.00	24.00
FEX_0006975	0.00	1.00	2.00	2.00	0.79	5.00	3.70	2.00
FEX_0006976	6.96	5.32	4.63	7.35	1.02	7.88	9.18	5.59
FEX_0006977	1139.21	967.68	657.01	907.27	1926.89	1318.52	2161.59	2215.39
FEX_0006978	0.00	1.14	0.00	0.00	0.00	0.00	0.00	3.14
FEX_0006979	1.00	0.00	7.00	6.00	0.00	0.00	1.00	0.00
FEX_0006980	16.00	10.00	16.00	8.00	4.00	4.00	3.00	0.00
FEX_0006981	803.01	743.44	769.95	890.24	397.33	464.06	273.23	138.95
FEX_0006982	1933.00	1359.97	1067.23	1495.94	2016.95	1710.97	2441.23	1621.00
FEX_0006983	0.00	0.00	0.00	0.00	0.00	0.00	1.77	0.00
FEX_0006984	2.00	0.00	1.01	1.00	0.00	1.00	0.00	5.00
FEX_0006985	4.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
FEX_0006986	0.00	0.00	2.14	9.66	0.00	0.00	0.00	0.00
FEX_0006987	2.00	1.00	5.86	2.34	0.00	1.00	6.00	2.00
FEX_0006988	0.00	0.00	3.00	1.00	0.00	0.00	0.00	0.00
FEX_0006989	209.00	159.32	230.34	75.00	44.00	38.00	14.00	18.00
FEX_0006990	201.97	360.68	238.00	225.00	202.87	177.00	149.78	75.21
FEX_0006991	0.03	0.00	0.00	0.00	3.13	0.00	17.23	20.79
FEX_0006992	3.90	0.40	2.00	5.00	0.00	8.70	8.00	0.00
FEX_0006993	5.15	12.65	11.28	17.05	5.11	20.80	9.42	8.80
FEX_0006994	2.00	0.00	1.00	2.00	1.00	0.00	1.00	1.00
FEX_0006995	1.00	4.00	3.00	0.00	2.00	1.00	5.00	1.00
FEX_0006996	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006997	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006998	0.00	2.04	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0006999	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0007000	8.00	1.00	9.11	4.00	8.00	16.00	20.00	21.00
FEX_0007001	2.00	1.00	2.00	1.00	0.00	3.46	2.18	0.00
FEX_0007003	1.00	0.00	0.00	0.00	1.00	10.00	5.00	0.00
FEX_0007004	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0007006	90.00	85.34	78.00	51.10	74.03	79.00	51.03	69.00
FEX_0007007	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0007008	29.61	17.78	6.66	29.84	3.02	15.80	24.62	5.99
FEX_0007009	58.00	101.58	43.14	82.00	43.00	69.31	56.86	49.00
FEX_0007010	12.12	2.23	3.01	1.16	3.01	9.23	6.46	6.01
FEX_0007011	567.43	679.76	476.76	569.01	305.24	549.98	295.04	319.75
FEX_0007012	351.00	212.71	183.23	280.29	567.18	472.00	966.43	1100.18
FEX_0007013	333.00	34.00	233.00	272.00	639.00	27.00	522.00	1.00
FEX_0007014	6.51	7.43	13.66	4.61	2.31	7.41	11.64	2.31
FEX_0007015	9.00	0.00	3.56	8.00	1.00	1.00	1.00	9.79
FEX_0007016	435.65	215.25	100.01	161.68	42.29	66.30	24.01	34.62
FEX_0007018	6.00	1.00	2.00	0.00	0.00	0.00	8.00	0.00
FEX_0007019	4.00	5.00	6.00	8.00	1.00	4.00	7.00	3.69
FEX_0007020	3.09	8.97	11.95	5.72	1.00	12.48	8.72	14.38
FEX_0007021	12.91	5.03	27.05	12.28	0.00	5.52	5.28	2.62
FEX_0007022	30.00	57.00	63.36	72.55	84.00	59.34	76.26	78.72
FEX_0007023	17.42	19.20	22.49	33.26	20.84	24.54	36.08	28.19
FEX_0007024	0.00	3.06	0.00	0.00	1.00	0.00	2.00	1.00
FEX_0007026	8.00	2.00	0.00	1.01	2.00	6.00	3.00	0.00
FEX_0007027	316.08	456.01	291.26	392.57	339.56	413.60	270.23	307.68
FEX_0007028	73.18	151.56	102.81	136.98	130.42	104.17	129.46	147.86
FEX_0007029	725.18	537.23	282.60	427.51	856.45	634.60	1019.60	755.63
FEX_0007030	309.30	86.80	68.12	117.66	163.57	195.42	158.83	266.43
FEX_0007031	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0007032	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0007033	539.20	956.20	589.37	624.53	423.54	479.53	399.29	193.89
FEX_0007034	2438.00	1273.00	761.00	1136.00	2535.00	2322.00	3645.00	3468.00
FEX_0007035	326.98	374.69	340.21	274.41	244.94	274.47	255.89	183.12
FEX_0007036	13.55	8.11	4.13	3.04	34.03	27.78	43.08	20.02
FEX_0007037	876.27	653.10	429.20	642.70	1538.10	869.87	1009.79	1267.82
FEX_0007038	213.01	165.87	185.45	222.02	364.57	767.41	1117.35	532.92
FEX_0007039	124.00	212.00	94.53	154.00	134.00	96.00	155.00	53.00
FEX_0007040	19.00	9.00	5.00	25.00	14.00	25.00	13.00	8.00
FEX_0007041	1713.16	951.94	726.12	945.74	2030.90	2274.43	2768.78	2410.92
FEX_0007042	24459.83	13425.74	7630.07	12032.21	14451.26	15259.73	19512.36	17331.66
FEX_0007043	976.57	415.55	259.75	467.27	143.65	338.79	73.88	82.02
FEX_0007044	695.45	511.16	713.02	590.50	610.36	783.92	699.97	836.22
FEX_0007045	0.00	1.01	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0007046	3506.64	4643.70	3106.42	3092.10	1952.94	1923.96	1074.42	1049.46
FEX_0007047	88.58	84.07	359.21	140.96	52.88	12.94	16.40	25.85
FEX_0007048	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00
FEX_0007049	32.00	15.00	26.00	21.00	3.00	9.00	3.00	3.00
FEX_0007050	1.00	2.00	1.00	3.00	0.00	1.00	0.00	0.00
FEX_0007051	498.42	388.93	56.79	412.04	267.12	458.06	263.60	279.15
FEX_0007052	16.00	2.94	15.00	30.00	1.73	16.16	26.00	21.00
FEX_0007053	0.00	4.06	0.00	0.00	1.27	3.84	0.00	0.00
FEX_0007055	0.00	0.00	13.00	0.00	12.00	0.00	0.00	0.00
FEX_0007056	98.00	104.00	138.00	163.00	90.00	64.00	94.00	83.00
FEX_0007057	212.00	272.00	967.00	304.00	305.00	209.00	141.00	204.00
FEX_0007058	54.00	18.00	41.00	21.00	44.00	64.00	39.00	32.00
FEX_0007059	0.00	0.00	16.00	11.00	0.00	1.00	0.00	0.00
FEX_0007060	6.00	8.00	9.00	1.00	6.00	2.00	5.00	2.00
FEX_0007061	2.00	4.00	14.00	5.00	0.00	4.00	4.00	0.00
FEX_0007062	0.00	5.00	0.00	0.00	0.00	0.00	4.00	3.00
FEX_0007063	8.86	14.22	35.87	29.80	5.39	9.59	12.52	1.67
FEX_0007064	797.00	617.34	442.49	528.29	355.11	544.56	292.37	291.25
FEX_0007065	13.50	13.05	25.29	17.83	2.35	19.39	0.00	6.08
FEX_0007066	326.00	403.00	153.08	22.00	138.73	62.00	92.19	57.00
FEX_0007067	562.00	452.00	554.00	340.00	601.00	466.00	420.00	257.00
FEX_0007068	51.00	32.00	45.00	40.00	105.00	78.00	36.00	81.00
FEX_0007069	14.00	10.00	34.57	21.98	1.00	8.00	12.00	2.00
FEX_0007070	9.00	1.00	20.43	0.02	0.00	2.00	8.00	3.00
FEX_0007071	26.00	25.00	37.00	28.00	16.00	28.00	24.00	6.00
FEX_0007072	32.00	12.00	24.00	22.00	9.66	11.08	24.00	19.16
FEX_0007073	8175.24	5479.17	3134.85	4755.61	9147.28	7789.57	9504.86	9513.76
FEX_0007074	1704.86	1250.20	763.45	1373.44	2218.43	2454.49	2973.49	1610.28
FEX_0007075	17.26	11.81	11.68	11.72	4.70	18.23	5.86	1.26
FEX_0007076	464.66	525.73	404.24	500.68	290.54	400.96	265.59	251.94
FEX_0007077	583.34	467.27	408.76	575.32	963.46	756.04	869.41	608.27
FEX_0007078	604.36	667.22	380.85	403.55	447.33	407.72	422.21	329.77
FEX_0007079	1114.51	484.99	424.83	613.18	1396.91	1025.66	1590.38	1025.31
FEX_0007080	817.00	723.00	3090.00	2069.00	1402.00	1328.00	999.00	1026.00
FEX_0007081	1666.00	2787.00	2341.72	3422.43	2047.19	2194.42	1623.13	1567.13
FEX_0007082	3.00	2.00	4.00	2.00	3.00	8.00	3.00	2.00
FEX_0007083	1898.52	2311.01	4837.28	3344.00	3021.67	3207.00	2317.33	2398.77
FEX_0007084	660.18	463.24	297.69	343.30	628.16	606.04	1101.40	932.28
FEX_0007085	60.77	68.20	127.72	85.00	37.66	84.74	48.14	50.61
FEX_0007086	21.00	23.00	43.00	24.00	22.00	25.00	19.00	27.00
FEX_0007087	2.00	1.00	13.00	5.00	3.00	2.00	0.00	0.00
FEX_0007088	3.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0007089	0.00	3.00	1.00	1.00	0.00	2.00	0.00	6.00
FEX_0007090	6.00	0.00	12.00	1.00	0.00	2.00	2.00	0.00
FEX_0007091	18.00	1.00	23.00	19.00	7.00	7.00	12.00	24.00
FEX_0007092	2.00	0.00	8.00	8.00	2.00	1.00	4.00	7.00
FEX_0007093	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0007094	178.55	212.84	511.98	186.50	155.64	177.08	247.03	207.78
FEX_0007095	1191.35	825.94	565.87	881.73	1209.48	1126.48	1294.95	1276.37
FEX_0007096	6043.36	4061.85	2853.87	4047.69	8896.02	8766.70	14001.00	17093.10
FEX_0007097	60.79	48.39	31.22	48.90	25.05	90.84	18.55	26.47
FEX_0007098	18.03	14.94	75.35	19.37	7.30	22.88	5.82	13.77
FEX_0007099	0.00	0.00	3.00	1.00	13.00	5.00	16.00	2.00
FEX_0007100	565.00	681.00	1953.00	872.00	1227.00	1232.00	537.00	1107.00
FEX_0007101	47.16	16.15	18.12	26.28	35.56	7.07	18.37	11.08
FEX_0007102	84.84	97.85	47.88	73.72	98.44	151.93	88.91	43.92
FEX_0007103	4.00	0.00	1.00	3.00	7.00	0.00	2.00	1.00
FEX_0007104	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0007106	0.00	0.00	0.00	3.00	0.00	0.00	0.00	0.00
FEX_0007107	3.60	6.17	17.89	3.15	1.01	2.06	15.57	0.00
FEX_0007108	12.00	6.00	12.00	9.00	1.00	1.00	5.00	9.00
FEX_0007110	4.00	0.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0007111	1.00	0.00	2.00	0.00	0.00	1.00	0.00	0.00
FEX_0007113	8.00	3.23	6.00	1.00	0.00	3.97	6.08	1.00
FEX_0007116	0.00	2.77	2.00	0.00	0.00	1.03	0.00	0.00
FEX_0007117	997.00	1234.00	1085.00	1276.00	991.00	945.00	963.00	932.00
FEX_0007118	6894.91	3307.59	2512.46	1219.04	211.07	979.73	629.16	774.79
FEX_0007119	1310.90	5216.24	2212.11	406.14	1084.71	1209.62	2024.65	1101.34
FEX_0007120	117.40	0.00	0.00	2.11	0.00	0.00	0.00	0.00
FEX_0007121	57.10	35.52	42.12	43.08	29.08	15.43	28.07	15.72
FEX_0007122	13.69	1.46	3.33	9.46	4.00	11.49	20.73	17.10
FEX_0007124	59.29	39.14	40.60	44.43	31.68	55.53	66.29	33.69
FEX_0007125	240.95	219.43	246.28	278.70	500.98	423.31	919.87	565.04
FEX_0007126	599.28	532.55	411.02	647.82	676.37	925.41	994.75	734.46
FEX_0007127	1.07	0.00	1.01	1.17	0.00	0.00	0.00	0.00
FEX_0007128	2.99	1.00	0.00	2.12	0.00	0.00	4.00	0.00
FEX_0007129	390.66	561.54	1078.07	1035.00	415.00	416.09	414.78	411.18
FEX_0007130	199.72	125.30	253.13	268.55	104.37	228.05	153.65	85.14
FEX_0007131	0.00	0.00	0.00	1.00	0.00	1.00	1.00	0.00
FEX_0007132	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0007133	0.00	4.00	1.07	3.11	0.00	3.10	8.00	4.00
FEX_0007134	0.00	1.10	3.03	0.00	0.00	2.03	0.00	0.00
FEX_0007135	2.00	1.03	7.99	5.00	0.00	0.00	7.00	0.00
FEX_0007136	1074.00	1650.00	2201.00	2014.00	1265.00	1706.00	1070.00	949.00
FEX_0007137	0.00	0.00	14.68	7.17	0.00	0.00	1.00	0.00
FEX_0007138	0.00	0.00	1.32	1.83	3.00	0.00	0.00	0.00
FEX_0007139	3.00	5.00	0.00	0.00	0.00	2.00	15.00	1.00
FEX_0007140	5.00	1.00	4.00	8.00	0.00	5.00	3.00	1.00
FEX_0007141	1213.80	1449.41	957.71	1486.66	1678.54	1655.80	2477.54	1134.91
FEX_0007142	99.20	172.59	46.29	119.34	183.46	133.20	153.46	121.09
FEX_0007143	4.00	12.00	3.00	5.00	2.00	5.00	11.00	1.00
FEX_0007144	19.00	12.57	30.29	28.49	7.00	13.91	20.03	6.85
FEX_0007145	0.00	9.43	1.71	0.00	0.00	2.09	4.97	6.15
FEX_0007146	0.00	0.00	1.00	3.51	0.00	1.00	0.00	4.00
FEX_0007147	311.15	321.02	171.30	205.59	695.72	352.37	741.60	613.67
FEX_0007148	57.60	55.48	42.45	33.23	52.44	42.73	83.71	53.94
FEX_0007149	620.40	374.52	350.55	469.77	1119.56	778.27	1123.29	1349.06
FEX_0007150	662.42	0.00	48.15	31.99	345.30	87.56	82.77	82.91
FEX_0007151	849.06	1735.16	519.27	243.88	410.82	254.01	1217.65	112.67
FEX_0007152	379.42	165.08	268.52	446.04	694.39	432.80	421.15	494.41
FEX_0007153	88.23	100.67	78.60	90.08	128.35	81.61	68.44	44.64
FEX_0007154	332.77	574.33	508.40	422.18	243.65	176.39	148.57	87.36
FEX_0007155	525.45	701.32	563.96	689.49	612.13	728.50	429.61	376.45
FEX_0007156	128.31	124.44	154.30	133.35	174.61	222.15	187.99	145.07
FEX_0007157	424.06	568.82	432.60	602.60	561.77	955.12	596.27	468.75
FEX_0007158	218.37	274.69	157.38	171.77	212.37	322.59	269.31	262.21
FEX_0007159	2592.79	1494.91	1342.19	2043.95	3153.38	3137.88	5387.11	6178.81
FEX_0007160	2787.10	2077.58	1695.57	2488.76	3098.31	2237.64	3790.20	1629.71
FEX_0007161	2042.10	1657.51	953.31	1406.29	1821.32	1729.38	1962.69	1309.47
FEX_0007162	186.77	259.18	139.09	141.14	205.12	126.93	138.13	112.09
FEX_0007163	433.68	576.84	621.48	560.49	389.45	518.65	353.85	315.39
FEX_0007164	31.59	16.74	78.71	59.34	12.22	22.82	24.10	13.52
FEX_0007165	0.00	0.00	16.21	0.00	3.51	0.00	0.00	0.00
FEX_0007167	17.00	22.00	36.00	23.00	3.00	33.00	19.00	5.00
FEX_0007168	1308.46	969.72	783.00	1041.25	1486.21	1533.35	1547.95	1155.43
FEX_0007169	1003.96	1358.16	810.90	897.29	1533.72	826.92	932.44	536.37
FEX_0007170	511.34	308.62	228.18	353.65	600.28	440.14	728.09	642.33
FEX_0007171	32.00	27.00	28.00	52.00	16.00	38.00	20.00	30.03
FEX_0007172	18.00	4.00	11.00	24.00	8.00	22.00	41.00	14.00
FEX_0007173	926.69	610.44	389.24	564.00	738.00	813.32	859.56	615.47
FEX_0007174	100.00	119.00	336.00	190.00	107.00	179.00	70.00	114.00
FEX_0007175	5.00	4.00	2.00	11.00	8.00	11.00	22.00	11.00
FEX_0007176	25.26	32.36	90.82	36.47	29.90	42.05	40.00	21.25
FEX_0007177	865.00	748.00	413.00	584.00	1242.00	979.47	1060.00	728.00
FEX_0007178	1393.21	1480.21	1154.20	1445.33	1373.22	1022.69	786.38	566.96
FEX_0007179	13.74	19.64	49.18	10.53	29.10	12.95	22.00	10.75
FEX_0007180	440.22	417.96	206.50	372.77	636.94	542.50	649.04	491.00
FEX_0007181	342.24	269.18	217.76	161.66	145.08	226.62	161.81	124.58
FEX_0007182	13.00	27.00	76.00	33.00	5.00	9.00	3.00	0.00
FEX_0007183	149.04	99.39	141.58	151.79	118.94	253.15	71.46	208.18
FEX_0007184	324.80	269.76	262.45	343.76	251.85	273.06	215.00	163.99
FEX_0007185	955.92	1428.68	1354.96	1657.45	1315.38	1189.17	923.74	733.78
FEX_0007186	466.11	370.48	677.72	476.69	353.85	420.25	291.60	242.94
FEX_0007187	13969.00	3991.00	2041.25	4161.33	2996.75	3079.00	2545.00	1742.47
FEX_0007188	3.00	5.00	22.00	13.00	1.00	6.00	15.00	1.00
FEX_0007189	584.43	739.09	3475.05	1934.25	631.15	677.11	964.58	341.29
FEX_0007190	560.89	312.52	135.28	322.31	454.15	361.75	503.40	258.06
FEX_0007191	704.29	411.89	1024.58	313.17	330.89	293.37	114.64	115.58
FEX_0007192	1612.89	1085.40	2549.45	1650.60	970.46	726.26	585.88	507.08
FEX_0007193	2126.85	1576.02	868.12	1147.29	1896.93	1639.68	3127.99	1783.98
FEX_0007194	155.26	245.57	173.43	261.10	165.60	218.06	191.13	120.94
FEX_0007195	894.01	746.97	691.11	842.31	557.74	799.94	273.65	339.46
FEX_0007196	186.58	188.27	139.27	158.48	107.94	245.19	67.46	128.56
FEX_0007197	46.35	64.58	57.99	57.68	22.22	38.04	75.22	61.14
FEX_0007198	294.41	550.76	538.62	581.21	310.31	309.87	225.89	212.98
FEX_0007199	600.65	545.42	645.05	846.32	469.78	478.03	281.52	334.86
FEX_0007200	588.00	607.00	1050.00	870.00	1024.01	1263.00	492.00	739.00
FEX_0007201	279.00	302.00	776.00	375.00	441.00	688.00	374.00	419.00
FEX_0007202	4.00	6.00	27.00	9.00	6.00	18.00	25.00	11.00
FEX_0007203	1.00	5.00	8.00	13.00	3.00	4.00	8.00	4.00
FEX_0007204	1460.01	1328.29	1656.02	2424.12	2651.59	4837.28	1102.83	2054.43
FEX_0007205	273.99	175.71	141.98	210.88	257.41	453.72	155.17	240.57
FEX_0007206	8.00	14.00	13.00	8.00	3.00	14.00	17.00	1.00
FEX_0007207	882.56	923.20	371.45	615.88	467.89	493.55	524.62	436.24
FEX_0007208	1716.44	552.80	500.55	590.52	983.11	666.45	725.38	533.76
FEX_0007209	6636.87	3390.20	7615.76	4417.67	5493.29	6488.62	3924.00	5769.33
FEX_0007210	1.00	1.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0007211	0.00	0.00	0.00	160.60	0.00	0.00	0.00	0.00
FEX_0007212	5590.84	3986.04	2403.34	2974.20	4116.94	2803.78	3387.06	3590.68
FEX_0007213	386.16	513.96	416.08	504.80	417.06	509.22	318.03	281.05
FEX_0007214	369.07	263.50	396.57	401.89	508.36	420.11	452.13	333.91
FEX_0007215	1531.44	1050.52	765.45	1077.43	1801.64	1584.20	1862.16	2041.09
FEX_0007216	0.00	0.00	0.00	3.00	5.01	0.00	2.00	1.00
FEX_0007217	211.85	147.16	163.54	137.92	198.21	276.45	148.04	144.43
FEX_0007218	2737.15	1512.84	1227.77	1469.52	2389.79	2117.55	2196.96	1575.57
FEX_0007219	47.00	36.00	44.00	45.00	21.00	88.00	58.00	13.00
FEX_0007220	0.00	0.00	0.00	1.04	0.00	0.00	0.00	0.00
FEX_0007221	86552.00	34043.00	4981.00	4194.00	3149.00	4939.00	9012.00	5113.00
FEX_0007222	4.00	11.00	1.00	0.00	33.00	62.00	237.00	51.00
FEX_0007223	282.00	209.00	33.00	58.00	1910.00	248.00	1730.00	420.00
FEX_0007224	106738.87	44218.58	9288.03	9841.21	10082.03	6933.98	7253.56	3051.57
FEX_0007225	0.00	0.00	5.32	0.00	0.00	0.00	0.00	0.00
FEX_0007226	2345.52	1285.08	1928.11	1591.97	738.24	841.38	421.45	708.58
FEX_0007227	25.53	49.34	69.54	295.82	206.26	267.65	50.99	285.85
FEX_0007228	350.08	349.00	651.00	853.00	313.46	375.00	118.00	124.00
FEX_0007229	1.00	1.00	1.00	0.00	0.00	2.00	0.00	0.00
FEX_0007230	2.00	0.00	5.00	0.00	0.00	0.00	0.00	0.00
FEX_0007231	6788.12	3750.93	2345.46	3423.54	5868.25	4857.95	8018.74	7279.94
FEX_0007232	36.00	5.00	50.00	7.00	7.00	8.00	9.00	5.00
FEX_0007233	561.52	432.16	315.74	358.75	638.44	448.42	802.97	512.74
FEX_0007234	148.37	196.91	199.80	234.72	106.31	149.63	74.29	66.32
FEX_0007235	0.00	1.03	2.21	0.00	0.00	1.00	0.00	0.00
FEX_0007237	344.22	402.10	244.30	105.77	186.43	317.53	198.36	69.86
FEX_0007238	0.00	0.00	0.00	0.00	0.00	0.00	5.03	0.00
FEX_0007239	413.89	469.26	0.00	178.02	370.68	0.00	44.14	164.03
FEX_0007240	22.00	12.00	26.00	21.00	18.00	20.00	24.00	14.00
FEX_0007241	39.89	43.61	65.49	14.21	10.89	29.58	76.47	7.12
FEX_0007242	120.00	241.00	292.00	191.00	108.00	157.00	78.00	117.03
FEX_0007244	0.00	0.00	7.00	1.00	0.00	0.00	7.00	0.00
FEX_0007245	1.00	0.00	1.00	1.00	2.00	3.00	0.60	4.00
FEX_0007246	10.00	1.08	4.31	7.32	5.00	2.00	2.00	1.00
FEX_0007247	28.93	17.00	6.00	12.68	0.00	5.00	0.00	0.00
FEX_0007248	6.00	4.00	4.00	5.00	1.00	4.00	10.00	7.00
FEX_0007249	0.00	1.00	1.00	1.41	1.00	0.00	2.40	1.19
FEX_0007250	25.15	8.98	2.00	6.24	0.00	9.39	15.30	5.77
FEX_0007251	1.00	1.00	4.47	1.13	1.00	2.34	1.00	0.00
FEX_0007252	5.31	4.11	5.10	9.23	2.92	0.00	8.18	3.52
FEX_0007253	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0007255	1.00	1.00	2.87	1.01	1.00	2.09	4.00	2.08
FEX_0007257	1.00	0.00	3.01	0.00	0.00	0.00	0.00	0.00
FEX_0007258	225.99	83.14	82.00	24.48	14.18	35.57	11.74	6.23
FEX_0007259	1529.00	953.00	432.00	708.00	1049.00	880.00	969.00	546.00
FEX_0007260	618.00	601.00	1257.00	851.00	706.00	774.00	311.00	407.00
FEX_0007261	779.73	933.37	566.66	588.67	784.20	844.59	1013.78	719.01
FEX_0007262	1363.27	1024.63	1449.34	1011.33	1211.94	1181.41	1258.22	1034.99
FEX_0007263	37.67	52.19	245.69	74.67	23.34	17.37	18.66	2.00
FEX_0007264	2.05	4.21	5.42	0.00	0.00	2.14	2.22	2.06
FEX_0007265	130.33	99.81	309.31	121.33	117.66	87.63	82.34	46.00
FEX_0007266	4612.00	6723.00	12722.00	12182.00	9496.00	6775.00	6468.00	6350.00
FEX_0007267	423.00	484.00	687.00	487.00	251.00	397.00	262.00	208.00
FEX_0007268	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0007269	55.00	36.00	51.00	48.00	43.00	100.00	24.00	47.00
FEX_0007270	5.00	1.03	29.77	5.06	2.05	2.03	4.00	14.00
FEX_0007271	4.00	0.00	11.00	4.00	4.00	8.00	4.00	5.00
FEX_0007272	18.00	7.00	51.00	15.00	11.00	12.00	26.00	18.00
FEX_0007273	1289.91	774.08	495.11	613.29	378.12	422.11	364.10	365.67
FEX_0007274	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0007277	2.00	1.00	11.00	1.00	0.00	3.00	6.00	2.00
FEX_0007278	0.00	0.00	2.00	0.00	0.00	0.00	0.00	1.00
FEX_0007279	1427.10	749.78	550.98	975.23	1935.69	1668.32	2767.16	3090.10
FEX_0007280	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0007281	88.95	145.84	142.47	113.56	79.87	52.51	25.67	27.32
FEX_0007282	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
FEX_0007283	222.05	133.16	118.53	139.44	210.13	175.49	241.33	219.68
FEX_0007284	47.28	33.15	16.49	23.80	45.78	37.81	59.33	50.43
FEX_0007285	16.72	12.89	58.57	8.22	5.22	20.19	3.67	2.57
FEX_0007286	1294.00	893.00	195.00	129.00	145.00	73.00	127.00	36.00
FEX_0007287	9.00	6.00	9.00	7.00	5.00	20.00	21.00	12.00
FEX_0007288	0.00	1.00	0.00	1.00	0.00	0.00	0.00	2.00
FEX_0007289	11.00	3.00	11.00	0.00	0.00	0.00	0.00	1.00
FEX_0007290	9.00	6.00	1.00	8.05	6.33	6.53	17.00	5.00
FEX_0007291	0.00	0.00	2.87	0.00	0.00	0.00	0.00	6.00
FEX_0007292	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0007294	3.03	1.00	3.00	8.00	3.00	13.08	3.00	6.00
FEX_0007295	129.19	163.00	330.45	196.00	136.00	70.00	70.42	37.00
FEX_0007296	82.00	101.00	52.00	108.00	62.00	21.00	23.00	28.00
FEX_0007297	5.01	2.00	1.00	1.00	12.00	2.00	4.00	0.00
FEX_0007298	336.13	452.00	378.00	397.00	375.00	357.00	264.00	271.00
FEX_0007299	875.00	1465.00	681.00	952.00	703.00	972.00	550.00	411.00
FEX_0007300	434.00	280.00	150.00	224.00	374.00	517.00	648.00	222.00
FEX_0007301	25.48	38.14	52.74	110.24	22.09	15.25	9.89	9.41
FEX_0007302	67.00	57.99	159.14	30.13	50.00	39.11	38.71	63.69
FEX_0007303	674.52	530.31	814.26	528.16	618.91	848.75	384.20	454.80
FEX_0007304	0.00	10.05	19.04	23.99	0.00	8.94	10.30	21.43
FEX_0007305	315.18	225.92	224.04	235.02	457.36	342.96	401.86	381.91
FEX_0007306	601.82	534.08	578.96	708.98	917.64	1313.18	717.14	749.09
