Gene	OW1	OW2	OW3	OW4	YW2	YW3	YW4	YW5
FEX_0006295	288.54	403.49	151.37	362.78	372.61	351.03	251.48	261.40
FEX_0006296	13.07	17.00	6.00	6.00	91.00	22.00	19.11	59.00
FEX_0006297	521.55	759.79	494.69	366.63	1248.87	2667.80	1525.84	2751.19
FEX_0006298	445.45	429.21	253.31	291.37	445.13	264.47	147.46	112.16
FEX_0006299	0.00	2.00	0.00	0.00	1.00	1.00	1.00	0.00
FEX_0006301	45.00	125.00	90.00	87.00	241.00	142.00	114.00	96.00
FEX_0006302	15.00	25.00	16.00	11.00	30.00	30.00	16.00	16.00
FEX_0006303	2.00	3.00	7.00	5.00	0.00	5.00	10.00	1.00
FEX_0006304	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0006305	1.00	0.00	5.00	0.00	23.00	13.00	10.00	32.00
FEX_0006306	490.00	573.15	293.00	449.00	630.78	525.84	365.96	706.00
FEX_0006307	3096.25	3133.46	4356.01	5321.68	3647.22	4385.18	5589.14	1361.89
FEX_0006308	263.58	288.09	144.31	147.01	472.59	374.00	316.64	96.11
FEX_0006309	238.00	266.00	418.00	89.00	123.00	509.00	203.00	26.00
FEX_0006310	159.52	161.81	154.76	93.61	497.06	217.42	256.07	343.71
FEX_0006311	595.48	733.19	556.24	461.39	1468.94	1576.58	1129.93	610.29
FEX_0006312	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0006313	2.39	8.23	30.30	2.85	15.32	18.87	49.40	22.17
FEX_0006314	2.61	912.38	10.26	4.15	6.68	159.02	3420.41	1598.79
FEX_0006315	1983.57	2319.58	1651.82	1662.01	2515.12	2961.18	2548.30	1107.02
FEX_0006316	2684.17	2372.50	2854.94	2143.18	2388.10	2945.83	3665.23	704.39
FEX_0006317	1069.47	1165.19	909.24	677.81	1785.34	1748.03	1196.23	1045.78
FEX_0006318	20.79	13.72	0.00	0.00	3.44	11.96	24.24	75.81
FEX_0006319	244.00	294.00	283.00	163.00	555.00	487.00	331.00	302.00
FEX_0006320	25.51	25.86	23.44	5.74	43.67	60.96	44.48	40.69
FEX_0006321	92.49	139.14	301.56	36.26	681.07	116.11	600.10	27.76
FEX_0006322	14.00	12.00	14.00	23.00	25.00	39.00	13.00	4.00
FEX_0006323	7.00	9.64	3.00	18.00	0.00	0.00	32.00	5.00
FEX_0006324	0.00	5.36	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0006325	53.19	59.14	23.32	18.70	266.83	143.95	134.71	195.45
FEX_0006326	875.03	647.99	599.78	703.32	1725.59	876.55	460.85	384.56
FEX_0006327	63.50	72.45	96.04	52.86	299.66	110.87	74.45	248.32
FEX_0006328	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006329	0.00	1.00	3.12	0.00	3.82	0.00	0.00	1.16
FEX_0006330	5.28	15.42	10.74	17.12	14.10	16.63	19.99	7.51
FEX_0006331	4408.00	3537.00	3414.00	1981.00	13382.00	17952.00	12704.00	11968.00
FEX_0006332	691.00	647.00	373.00	468.00	1435.00	709.88	571.00	1206.93
FEX_0006333	5.00	18.00	25.00	8.00	10.00	9.00	18.00	13.00
FEX_0006334	15.76	16.24	28.23	34.00	17.60	9.90	14.27	3.31
FEX_0006335	31.24	32.76	21.77	0.00	43.40	38.23	8.73	6.76
FEX_0006337	0.00	0.00	1.00	0.00	0.00	0.00	0.00	1.00
FEX_0006338	0.00	0.00	2.00	0.00	0.00	1.00	0.00	3.00
FEX_0006339	0.00	1.00	2.00	4.00	2.00	6.00	1.00	3.00
FEX_0006340	754.00	1302.09	2049.00	464.00	1081.78	560.55	759.00	812.78
FEX_0006341	1133.86	1233.84	953.70	432.70	1711.90	2614.36	2120.71	578.96
FEX_0006342	578.14	762.16	672.18	538.88	1116.93	891.77	660.29	696.04
FEX_0006343	256.00	19.00	258.00	41.00	414.00	207.00	252.00	46.00
FEX_0006344	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006345	5641.67	5886.10	7148.64	6366.36	5526.03	4425.16	6876.95	6435.55
FEX_0006346	10.00	11.00	7.02	4.11	1.00	8.26	3.07	10.00
FEX_0006347	3.00	16.63	18.00	9.00	2.00	11.00	0.00	2.66
FEX_0006348	0.00	1.00	4.01	0.00	0.00	1.00	0.00	1.00
FEX_0006349	0.00	0.00	1.00	0.00	0.00	0.00	0.00	2.00
FEX_0006350	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006351	0.00	2.17	3.00	6.06	0.00	2.20	8.88	0.00
FEX_0006352	1.32	2.00	3.00	0.00	0.00	0.00	0.00	0.00
FEX_0006353	0.00	11.00	6.00	6.00	1.00	8.00	9.00	1.00
FEX_0006354	0.00	0.00	1.00	0.00	0.00	1.00	0.00	0.00
FEX_0006356	0.00	3.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006357	1.00	0.00	0.00	0.00	0.00	1.00	2.00	0.00
FEX_0006358	2.00	4.02	1.04	10.00	0.00	1.00	2.02	2.00
FEX_0006359	36.00	41.00	26.00	20.00	6.00	31.00	3.00	4.00
FEX_0006360	6.00	3.00	4.00	4.00	4.00	10.00	3.00	1.00
FEX_0006361	11.36	1.24	0.00	0.00	6.02	15.29	3.00	3.51
FEX_0006362	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006363	5.00	4.00	6.00	1.00	2.00	2.00	0.00	3.00
FEX_0006364	331.00	554.00	215.00	318.00	846.00	617.00	413.00	530.00
FEX_0006365	28.00	30.00	32.02	19.23	22.00	58.02	38.00	48.00
FEX_0006366	3.00	9.00	5.00	1.00	0.00	7.00	3.00	1.00
FEX_0006367	30.64	18.18	21.73	13.00	45.98	50.71	10.00	2.49
FEX_0006368	0.99	7.01	4.70	4.57	0.00	5.11	3.99	3.74
FEX_0006369	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0006371	2.00	1.00	1.00	0.00	0.00	1.00	4.00	2.00
FEX_0006372	0.00	2.00	10.15	3.00	0.00	6.12	6.18	2.00
FEX_0006374	45.81	47.17	43.54	18.69	4.14	77.54	23.36	70.89
FEX_0006375	280.95	359.32	357.02	104.81	851.11	722.96	253.72	858.60
FEX_0006376	7.35	18.52	14.90	14.64	10.09	49.50	4.80	14.86
FEX_0006377	0.00	0.00	3.00	2.00	0.00	4.00	2.00	3.00
FEX_0006378	76.38	95.06	54.55	91.34	233.69	194.83	101.27	413.33
FEX_0006379	39.62	30.94	45.45	34.66	133.31	47.17	96.73	63.67
FEX_0006380	0.00	22.82	30.54	8.79	16.05	0.00	34.67	5.52
FEX_0006381	0.00	0.01	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006382	176.88	125.23	0.00	232.65	163.14	0.00	245.45	0.00
FEX_0006383	3.00	10.00	4.00	1.00	46.00	20.00	8.00	43.00
FEX_0006384	0.00	0.00	0.00	0.00	21.48	0.00	0.00	56.13
FEX_0006385	158.08	181.40	109.61	124.85	269.27	166.46	151.88	307.55
FEX_0006386	2515.39	2275.33	1645.62	1867.81	3730.18	4843.41	3918.66	2153.27
FEX_0006387	2682.11	1904.70	3073.06	1109.14	2108.31	2741.68	3014.97	483.64
FEX_0006388	124.39	125.98	33.72	89.20	209.24	38.46	28.54	17.53
FEX_0006389	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006390	262.00	134.00	208.00	51.00	132.00	772.00	429.00	226.00
FEX_0006391	379.86	203.00	383.00	101.00	122.50	478.29	376.00	179.03
FEX_0006392	182.65	184.01	179.26	101.32	479.60	279.82	295.81	138.85
FEX_0006393	338.49	449.99	308.74	272.68	564.89	420.89	458.19	187.12
FEX_0006394	14.00	17.00	23.00	12.00	6.00	11.00	0.00	0.00
FEX_0006395	1.00	5.47	0.00	0.00	4.31	7.46	30.79	5.76
FEX_0006396	0.00	1.53	0.00	0.00	1.69	4.54	12.53	3.38
FEX_0006397	424.00	426.00	334.00	252.00	1224.00	601.00	483.67	340.85
FEX_0006398	250.00	325.00	196.00	159.26	859.00	658.11	589.00	417.00
FEX_0006399	20.00	173.29	38.00	38.91	40.39	176.41	135.44	15.00
FEX_0006400	0.00	0.00	0.00	2.00	1.00	0.00	0.00	1.00
FEX_0006401	80.00	69.00	61.05	43.01	178.92	91.00	75.12	137.35
FEX_0006402	13.00	10.00	23.00	12.00	31.00	9.00	20.00	12.00
FEX_0006403	0.00	1.00	7.00	0.00	0.00	1.00	1.00	0.00
FEX_0006404	8.00	6.01	8.98	14.16	4.00	9.75	10.00	13.55
FEX_0006405	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
FEX_0006406	2.00	1.00	1.00	0.00	0.00	1.00	0.00	5.00
FEX_0006407	9.00	4.00	5.00	1.00	2.00	3.00	5.00	21.00
FEX_0006408	1803.24	1602.64	2444.49	1541.70	2149.17	1625.95	2008.35	1702.92
FEX_0006409	10.00	12.00	15.00	20.00	4.00	9.00	8.00	8.00
FEX_0006410	0.00	0.00	0.00	0.00	0.00	0.00	0.00	2.00
FEX_0006411	2.00	0.00	0.00	0.00	0.00	0.00	1.00	1.00
FEX_0006412	151.11	236.64	109.97	55.15	425.88	360.07	153.67	103.10
FEX_0006413	0.00	0.00	1.08	0.00	80.00	0.00	1.27	52.00
FEX_0006414	430.24	496.29	411.22	403.92	408.15	370.45	430.66	74.01
FEX_0006415	140.76	96.71	76.78	64.08	754.85	268.55	213.34	355.99
FEX_0006416	34.09	22.61	18.50	17.95	393.13	72.79	77.93	162.40
FEX_0006417	865.91	854.39	778.50	484.05	667.87	770.21	723.07	112.60
FEX_0006418	1921.29	1650.85	1498.56	894.60	2995.10	2988.17	2553.64	822.28
FEX_0006419	52.91	56.20	37.79	33.49	169.98	78.76	84.64	158.74
FEX_0006420	70.81	171.95	131.65	75.52	312.92	199.75	332.21	385.98
FEX_0006421	4.64	24.00	0.00	52.42	13.81	35.81	40.43	33.41
FEX_0006422	1491.78	1856.17	970.09	738.94	5287.42	2754.50	2420.92	2690.82
FEX_0006423	457.85	344.15	486.15	556.86	395.86	623.07	561.58	167.32
FEX_0006424	477.33	473.03	478.96	397.76	1120.78	637.27	688.86	427.41
FEX_0006425	30.40	19.65	58.80	23.02	96.13	167.35	80.21	43.04
FEX_0006426	1477.31	1308.30	1900.35	1533.57	1218.62	1426.80	1899.81	526.10
FEX_0006427	632.34	443.66	381.86	465.91	4890.67	2278.80	1776.35	4198.83
FEX_0006428	502.00	497.00	506.00	594.00	936.00	542.21	570.19	553.00
FEX_0006429	295.00	208.00	217.00	231.00	833.00	428.79	339.81	733.00
FEX_0006430	0.00	0.00	0.00	0.00	1.00	0.00	1.00	3.00
FEX_0006432	22.00	30.00	20.00	22.00	26.00	18.00	25.00	21.00
FEX_0006433	6.00	4.00	1.00	1.00	24.00	68.00	22.00	47.00
FEX_0006434	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0006435	0.00	5.00	8.00	11.00	0.00	7.00	7.00	5.00
FEX_0006436	336.00	265.00	281.00	330.00	437.00	395.00	432.00	289.00
FEX_0006437	1.00	0.00	3.00	3.00	0.00	4.00	4.00	0.00
FEX_0006438	7.00	12.00	10.00	9.00	46.00	28.00	18.00	39.00
FEX_0006439	0.00	1.00	0.00	1.00	0.00	0.00	0.00	1.00
FEX_0006440	0.00	0.00	3.00	0.00	0.00	0.00	0.00	0.00
FEX_0006441	0.00	0.00	0.00	2.00	0.00	0.00	1.00	2.00
FEX_0006442	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006443	122.33	88.48	82.50	50.72	192.71	335.41	228.31	100.56
FEX_0006444	621.67	598.52	220.50	376.29	2303.29	1441.61	1189.69	2411.44
FEX_0006445	234.00	209.00	138.00	204.00	413.00	311.00	282.00	516.00
FEX_0006446	0.00	0.00	0.00	0.00	0.00	0.00	3.00	0.00
FEX_0006447	8.00	7.00	1.02	1.21	1.13	0.00	3.06	0.00
FEX_0006448	226.00	106.00	131.00	83.00	375.00	216.00	377.00	34.00
FEX_0006449	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0006450	3.00	0.00	0.00	5.00	8.00	11.00	4.00	11.00
FEX_0006451	0.00	4.00	2.00	0.00	2.00	0.00	1.00	0.00
FEX_0006452	4.00	2.00	12.00	26.00	1.00	4.00	8.00	8.00
FEX_0006453	1.00	0.00	0.00	6.00	0.00	4.00	0.00	9.00
FEX_0006454	8.51	11.56	16.10	3.89	1.98	10.43	10.28	4.35
FEX_0006456	0.00	4.00	11.00	2.00	1.00	5.00	6.00	1.00
FEX_0006457	3.00	9.00	38.00	13.00	8.00	4.00	5.00	2.00
FEX_0006458	2.00	4.00	12.00	14.00	7.00	6.00	11.00	5.00
FEX_0006460	22.00	26.00	53.31	1.00	27.00	45.00	34.00	69.00
FEX_0006461	215.79	211.07	451.28	266.66	162.29	268.62	257.73	134.45
FEX_0006462	1301.21	1479.93	727.41	1294.34	2289.71	2757.38	2306.27	2126.55
FEX_0006463	6392.00	7825.00	9190.00	8179.00	8955.00	5614.00	10590.00	1624.00
FEX_0006464	8.00	33.00	14.00	6.00	4.00	0.00	0.00	3.00
FEX_0006465	1221.00	876.00	1189.00	687.00	752.00	1155.00	1059.00	175.00
FEX_0006466	2309.00	2461.00	2283.00	1410.00	2659.00	2078.00	2636.00	856.00
FEX_0006467	3.00	17.00	42.00	8.00	1.00	10.00	2.00	4.00
FEX_0006468	5.01	6.01	3.01	2.00	59.09	18.00	7.00	20.16
FEX_0006469	6.24	9.29	1.01	12.38	2.00	13.31	3.03	2.00
FEX_0006470	2.00	22.00	3.00	14.00	2.00	6.00	13.00	4.00
FEX_0006471	47.72	6.34	0.00	5.00	288.34	86.47	44.62	390.25
FEX_0006472	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0006473	381.00	640.00	368.00	325.98	1102.69	865.00	1030.43	1075.00
FEX_0006474	2449.99	2325.99	1619.99	1140.00	4142.91	4264.00	3774.00	1785.84
FEX_0006475	1255.64	1415.59	951.00	927.51	1554.00	2517.25	2075.49	1316.00
FEX_0006476	6.00	16.00	26.00	24.10	10.00	42.00	13.00	10.00
FEX_0006477	1.00	4.00	8.00	9.00	10.00	6.00	5.00	15.00
FEX_0006478	69.22	130.25	116.64	64.49	324.50	161.53	165.29	204.97
FEX_0006479	304.27	254.27	167.68	223.84	573.66	549.31	435.87	238.49
FEX_0006480	163.73	141.73	123.29	111.21	295.41	345.70	284.06	124.45
FEX_0006481	126.00	113.00	66.00	108.00	193.95	330.72	69.00	321.48
FEX_0006482	59.09	91.35	36.56	8.99	264.33	128.44	136.92	99.63
FEX_0006483	286.91	339.65	233.44	178.01	341.73	171.84	224.08	64.89
FEX_0006484	177.48	235.19	137.65	252.34	278.72	279.83	155.95	189.59
FEX_0006485	1.00	7.09	10.13	6.01	0.99	8.01	4.44	4.00
FEX_0006487	599.00	424.15	726.78	266.50	356.00	451.00	394.09	74.13
FEX_0006488	2.00	3.00	1.11	1.00	3.81	2.54	3.98	11.35
FEX_0006490	0.00	0.00	0.00	2.00	0.00	0.00	0.00	1.00
FEX_0006491	2.00	0.00	3.58	7.54	1.33	6.00	3.21	4.07
FEX_0006492	7.52	9.87	12.33	3.00	1.00	14.03	10.20	2.91
FEX_0006493	0.00	9.24	7.50	0.00	2.10	4.36	0.00	3.49
FEX_0006494	2.15	11.32	26.13	5.34	2.00	9.92	7.73	4.45
FEX_0006495	0.00	0.00	1.00	0.00	0.00	2.05	1.00	1.00
FEX_0006496	9.00	12.00	13.00	6.00	0.00	7.00	22.00	2.00
FEX_0006497	0.00	0.00	4.00	0.00	0.00	0.00	0.00	0.00
FEX_0006498	3.04	14.07	9.52	14.89	13.38	17.74	15.18	9.29
FEX_0006499	9.45	21.72	29.81	32.59	15.42	23.32	25.48	16.69
FEX_0006501	0.00	0.00	0.00	0.00	0.00	0.00	0.00	5.00
FEX_0006502	0.00	1.00	2.00	1.00	2.00	2.00	1.00	1.00
FEX_0006503	3.00	22.00	30.00	2.00	3.00	2.00	5.00	6.00
FEX_0006504	6.00	15.00	16.00	7.00	13.00	16.00	32.00	14.00
FEX_0006505	503.92	152.74	95.94	266.87	249.07	248.27	257.69	180.39
FEX_0006506	54.10	101.52	43.81	34.54	4.10	57.51	40.15	0.00
FEX_0006507	9.00	13.00	8.00	6.00	15.00	6.00	10.00	16.00
FEX_0006508	87.09	93.81	73.41	50.60	228.92	31.84	611.76	92.00
FEX_0006509	8.00	27.00	24.00	5.00	6.00	6.00	143.00	13.00
FEX_0006510	111.00	180.00	145.00	274.00	358.00	236.00	302.00	343.00
FEX_0006511	23.26	66.08	47.18	48.42	49.00	8.59	55.97	22.23
FEX_0006512	35.17	39.02	51.10	27.62	18.00	26.10	44.02	23.00
FEX_0006513	2499.44	1923.41	2794.45	1340.46	1104.63	1867.71	1903.83	182.03
FEX_0006514	476.80	346.76	239.70	371.99	1135.64	323.48	402.25	210.04
FEX_0006515	522.56	462.59	435.84	199.54	771.37	2203.29	1355.17	430.97
FEX_0006516	981.10	1247.44	833.07	654.32	2416.39	1765.99	1696.67	1365.50
FEX_0006517	21.28	42.33	21.66	14.60	143.24	67.44	37.21	244.57
FEX_0006518	9.00	1.00	2.00	2.00	5.00	3.00	8.00	23.00
FEX_0006519	413.61	506.23	296.27	369.08	683.37	612.57	598.13	239.93
FEX_0006520	2258.00	2429.00	2398.00	1470.00	3998.00	2602.00	2831.00	1558.00
FEX_0006521	1388.14	1124.18	1324.14	1216.85	927.84	1354.51	1299.71	536.66
FEX_0006522	239.86	302.82	76.86	71.83	1707.16	849.15	571.60	1922.13
FEX_0006523	3.44	7.95	4.00	8.18	21.67	9.35	7.22	14.52
FEX_0006524	37.57	27.05	43.00	22.82	80.33	50.65	31.78	24.51
FEX_0006525	570.00	612.00	428.22	358.00	2067.00	848.00	844.00	486.00
FEX_0006526	57.82	47.53	39.59	33.61	64.00	56.88	50.62	35.95
FEX_0006527	52.76	47.53	54.10	59.62	263.26	77.46	71.99	240.59
FEX_0006528	253.56	334.00	208.00	147.51	393.45	498.00	372.00	209.00
FEX_0006529	145.03	190.41	137.18	147.72	202.30	50.66	102.09	74.34
FEX_0006530	96.02	73.10	109.38	54.00	105.10	96.09	64.04	89.10
FEX_0006531	988.39	1092.38	894.82	759.07	1204.96	1093.96	1199.23	468.97
FEX_0006532	4570.29	3409.06	5860.70	4941.18	3199.26	4000.02	5125.57	882.45
FEX_0006533	725.30	833.10	494.00	383.83	733.83	1004.73	879.44	255.67
FEX_0006534	243.70	303.90	150.00	192.17	460.17	514.27	274.56	336.33
FEX_0006535	11.00	16.00	9.00	11.00	19.00	30.00	20.00	35.00
FEX_0006536	5.67	4.47	3.00	5.00	0.00	3.00	7.52	6.61
FEX_0006537	819.77	1067.51	1512.36	7.00	418.37	226.42	1534.83	320.84
FEX_0006538	1.00	11.01	20.80	3.00	1.00	8.03	12.21	7.10
FEX_0006539	567.03	625.06	429.32	349.95	1474.16	738.44	742.35	733.53
FEX_0006540	645.97	627.92	464.28	288.82	749.36	845.94	734.74	142.47
FEX_0006541	0.00	0.00	0.00	0.00	4.00	0.00	0.00	0.00
FEX_0006542	2.00	1.00	2.00	0.00	12.00	6.00	3.00	1.00
FEX_0006543	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006544	33.62	74.24	46.46	24.00	63.43	33.00	25.26	11.00
FEX_0006545	1458.00	458.00	831.00	301.00	156.00	2403.00	591.00	231.00
FEX_0006546	3.14	15.76	15.51	10.09	4.13	5.02	1.33	3.29
FEX_0006547	0.00	1.00	2.00	0.00	0.00	0.00	0.00	0.00
FEX_0006548	1517.61	1304.60	2270.55	2370.17	682.56	1358.10	1813.90	181.30
FEX_0006549	787.14	825.90	954.26	910.04	600.67	551.85	878.93	195.77
FEX_0006550	0.00	0.00	0.86	0.00	0.00	1.00	4.00	0.00
FEX_0006552	2.00	16.00	7.00	0.00	0.00	17.00	2.00	2.00
FEX_0006553	80.53	67.10	44.41	40.20	117.28	152.08	78.48	147.65
FEX_0006554	43.10	114.64	105.04	71.49	115.55	232.04	76.98	83.44
FEX_0006555	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006556	11.00	23.00	24.00	18.00	0.00	30.00	10.00	12.00
FEX_0006557	4.00	12.00	30.00	1.00	7.63	8.00	20.00	9.57
FEX_0006558	1.00	2.00	5.00	0.00	0.00	1.00	4.00	2.00
FEX_0006559	42.81	127.66	156.65	134.45	0.00	17.45	73.84	13.22
FEX_0006560	81.31	97.74	71.79	22.82	46.49	83.13	99.60	6.51
FEX_0006561	778.27	1101.02	804.92	546.53	876.44	896.95	1159.86	235.81
FEX_0006562	320.73	653.98	306.08	354.47	1604.56	1241.05	891.14	865.19
FEX_0006563	959.00	1930.00	617.00	650.00	4451.00	2462.00	1537.00	3180.00
FEX_0006564	7.41	20.01	13.36	16.31	20.45	29.75	59.65	8.06
FEX_0006565	285.59	343.99	232.64	247.69	977.55	728.25	459.40	1059.94
FEX_0006566	2323.49	1633.01	2847.00	3518.70	902.45	1357.58	2206.73	187.89
FEX_0006567	826.66	723.08	703.54	636.06	654.29	914.89	905.66	138.39
FEX_0006568	766.26	916.04	851.30	502.33	815.77	626.61	715.32	476.61
FEX_0006569	4565.40	3550.30	5535.41	7208.82	2855.95	4876.24	6009.99	820.06
FEX_0006570	154.94	232.12	118.88	111.10	857.55	394.68	295.30	229.05
FEX_0006571	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006572	40.00	121.00	47.00	56.00	9.00	38.00	32.00	39.00
FEX_0006573	3.00	5.00	9.00	6.00	0.00	5.00	4.00	3.00
FEX_0006574	3.11	1.05	0.00	3.23	13.69	6.56	8.75	9.86
FEX_0006575	2.00	0.00	1.00	0.00	1.00	5.00	2.00	1.00
FEX_0006576	7.00	26.00	18.00	8.00	10.20	20.00	14.00	15.00
FEX_0006577	479.00	456.00	467.00	624.00	712.00	444.00	453.00	164.00
FEX_0006578	68.00	114.00	63.00	49.00	247.01	133.00	96.07	207.00
FEX_0006579	0.00	1.00	4.00	0.00	1.00	0.00	4.00	1.00
FEX_0006580	24.67	37.96	13.63	21.24	172.84	34.69	29.56	124.25
FEX_0006581	323.33	465.04	240.37	243.76	1246.16	729.31	479.37	729.75
FEX_0006582	1162.87	1400.20	1455.24	1532.28	776.22	554.87	990.43	168.50
FEX_0006583	2999.22	4039.65	12389.92	1381.52	3903.34	4281.36	4391.39	872.96
FEX_0006584	1122.91	1968.44	7572.89	563.33	903.84	1751.77	1955.93	272.09
FEX_0006585	1165.00	7752.00	13153.00	220.00	121.00	20.00	20.00	1.00
FEX_0006586	21264.72	53200.62	190248.38	5446.68	6744.50	4306.77	5605.62	1453.70
FEX_0006587	7.00	14.00	20.00	18.00	0.00	12.00	9.00	5.00
FEX_0006588	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006589	51.09	26.36	16.92	0.00	4.57	0.00	4.28	0.00
FEX_0006590	3236.89	2217.95	2622.00	2157.77	2521.31	2900.44	2315.25	907.14
FEX_0006591	7.91	36.65	24.08	18.00	28.43	54.00	40.72	53.00
FEX_0006592	453.09	582.41	279.41	331.21	608.79	738.52	617.15	530.16
FEX_0006593	36.51	32.59	19.95	60.05	488.21	107.48	142.98	638.69
FEX_0006594	6.40	4.00	4.64	1.74	6.00	3.00	8.87	2.15
FEX_0006595	8.81	3.36	13.48	11.15	44.41	9.20	19.15	12.39
FEX_0006596	25.19	18.64	7.52	2.85	137.59	56.80	30.85	36.61
FEX_0006597	13308.87	8690.58	11240.33	13516.22	8092.54	14978.75	17792.76	1809.72
FEX_0006598	372.13	682.42	679.67	222.78	161.46	504.25	423.24	59.28
FEX_0006599	0.00	3.00	2.00	2.00	0.00	5.00	2.00	0.00
FEX_0006600	476.97	444.00	273.00	342.63	712.71	553.61	770.28	408.65
FEX_0006601	2.20	1.00	2.00	6.62	125.29	4.39	7.72	85.34
FEX_0006602	30.00	52.00	8.00	37.00	272.00	106.00	89.00	367.00
FEX_0006603	3.00	3.00	4.00	1.00	17.00	6.00	3.00	15.00
FEX_0006604	237.69	307.75	279.28	169.48	613.80	424.73	286.22	334.16
FEX_0006605	818.26	1124.49	607.74	675.10	749.48	1286.73	976.78	264.02
FEX_0006606	60.74	69.42	17.24	86.90	436.51	254.45	330.89	1026.27
FEX_0006607	28.59	25.11	25.40	28.22	38.11	18.97	59.81	13.99
FEX_0006608	500.39	376.98	465.62	330.76	2551.90	767.86	679.52	1243.72
FEX_0006609	2.02	0.00	0.00	1.02	0.00	0.00	0.00	1.00
FEX_0006610	217.00	199.00	85.00	102.00	523.00	297.00	213.98	511.00
FEX_0006611	14.00	11.00	22.00	15.00	31.00	32.00	7.02	33.00
FEX_0006612	1.00	4.00	6.00	11.00	0.00	6.00	2.00	7.00
FEX_0006614	0.00	0.00	0.00	0.00	5.00	0.00	0.00	0.00
FEX_0006615	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006616	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006617	0.00	16.57	0.00	9.11	0.00	0.00	16.03	5.05
FEX_0006618	192.00	155.43	140.00	182.89	402.00	362.00	333.97	130.95
FEX_0006619	123.61	96.21	122.17	103.47	293.49	360.57	377.66	134.06
FEX_0006620	0.00	59.24	29.53	0.00	0.00	37.12	0.00	0.00
FEX_0006621	128.00	76.81	47.03	159.99	366.74	231.41	169.37	386.33
FEX_0006622	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006623	1171.15	991.36	1576.76	1505.55	474.45	794.65	1202.39	82.70
FEX_0006624	0.00	8.20	2.00	8.00	0.00	0.00	3.64	3.30
FEX_0006625	30.62	27.21	23.45	70.00	98.00	99.91	58.36	88.70
FEX_0006626	22.00	18.96	27.44	35.01	106.26	32.47	40.63	88.67
FEX_0006627	1843.52	1788.36	2098.84	1470.78	1971.20	2291.33	2143.26	448.39
FEX_0006628	109.00	218.00	105.00	103.00	129.00	327.00	208.00	108.00
FEX_0006629	4.00	0.00	4.00	2.00	0.00	1.00	1.00	0.00
FEX_0006630	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006631	37.00	67.00	92.00	40.00	2.00	26.00	21.00	6.10
FEX_0006632	1083.85	1257.32	1186.12	1158.69	1261.47	966.80	1142.91	244.71
FEX_0006633	1585.02	2077.53	1316.83	1421.48	2338.14	2113.24	2066.04	721.01
FEX_0006634	1326.05	1237.04	1601.01	1451.30	651.34	1169.90	1306.76	372.10
FEX_0006635	496.93	448.44	562.16	587.22	273.53	680.86	576.21	148.88
FEX_0006636	2.00	4.00	8.00	1.00	6.00	2.00	2.00	1.00
FEX_0006637	0.00	0.00	0.00	0.00	2780.72	340.43	0.00	3591.05
FEX_0006638	786.29	869.09	702.39	519.64	1097.26	1269.21	922.53	319.74
FEX_0006639	0.00	1.00	1.00	1.00	5.00	0.00	0.00	1.00
FEX_0006640	5908.14	4594.57	4415.78	4801.50	2354.04	5811.45	3673.90	347.02
FEX_0006641	539.40	365.08	331.64	133.21	2694.67	1204.89	1435.21	1512.05
FEX_0006642	2213.78	3005.96	2134.79	2459.72	4675.33	3257.05	3984.53	2314.06
FEX_0006643	437.68	1068.47	304.56	508.57	269.24	1514.18	619.37	520.82
FEX_0006644	24.00	39.00	38.00	56.00	93.00	58.00	42.00	46.00
FEX_0006645	6.38	10.03	3.61	1.15	16.72	19.81	10.52	49.54
FEX_0006646	176.53	248.82	203.39	74.85	161.28	249.20	150.48	58.46
FEX_0006647	2632.27	1592.02	2791.25	2380.95	1841.26	2925.46	2809.11	414.17
