Gene	OQ1	OQ2	OQ3	OQ4	YQ1	YQ2	YQ3	YQ4
FEX_0005889	7.00	3.00	14.07	9.00	4.00	6.00	6.00	3.00
FEX_0005891	63.00	14.00	63.00	26.00	10.00	7.00	3.00	24.00
FEX_0005892	405.00	611.00	1143.00	680.00	523.00	1394.00	567.00	1502.00
FEX_0005893	27.00	23.00	5.00	18.00	0.00	3.00	1.00	11.00
FEX_0005894	3.00	1.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0005895	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005896	7.00	6.00	4.00	11.00	1.00	1.00	2.00	3.00
FEX_0005897	5.00	0.00	3.00	9.00	0.00	1.00	0.00	0.00
FEX_0005898	0.00	0.00	0.00	2.00	0.00	0.00	0.00	0.00
FEX_0005899	8.00	8.00	0.00	0.00	0.00	0.00	1.00	1.00
FEX_0005900	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005901	0.00	4.00	0.00	3.00	2.00	2.00	0.00	2.00
FEX_0005903	15.00	4.00	2.00	7.00	8.00	2.00	7.00	6.00
FEX_0005904	39.00	10.00	16.00	62.00	13.00	8.00	2.00	26.00
FEX_0005905	0.00	4.00	0.00	1.00	0.00	0.00	0.00	1.00
FEX_0005906	9.00	1.00	0.00	0.00	4.00	0.00	2.00	2.00
FEX_0005907	335.00	215.00	113.00	66.00	1454.00	935.00	338.00	993.00
FEX_0005908	15.00	2.00	22.00	6.00	0.00	2.00	7.00	6.00
FEX_0005909	65.00	145.00	800.00	626.00	77.00	68.00	321.00	100.00
FEX_0005910	772.00	717.00	988.98	945.00	706.00	814.00	553.00	880.98
FEX_0005911	24.00	15.00	4.02	2.00	18.00	13.00	7.67	4.02
FEX_0005912	186.00	92.00	73.00	33.00	74.00	87.00	53.33	43.00
FEX_0005913	0.00	1.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0005914	0.00	4.00	4.00	0.00	3.00	2.00	0.00	4.00
FEX_0005915	0.00	3.00	0.00	1.00	0.00	0.00	2.00	3.00
FEX_0005916	47.00	36.00	38.02	56.03	7.00	32.00	26.00	44.01
FEX_0005917	12.44	6.00	4.38	17.78	1.05	7.00	2.00	1.00
FEX_0005918	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005919	2.00	2.00	1.00	4.00	0.00	0.00	0.00	1.00
FEX_0005920	26.00	22.00	16.11	20.00	9.00	8.06	26.91	7.99
FEX_0005921	11.00	14.00	12.00	23.00	97.00	18.94	25.09	64.00
FEX_0005922	0.00	0.00	0.00	0.00	17.54	5.67	5.15	15.85
FEX_0005923	62.02	98.89	30.37	54.00	7360.35	1172.38	2414.89	3275.83
FEX_0005924	22.81	8.51	9.83	18.21	3.68	3.55	8.41	22.10
FEX_0005925	226.03	316.94	303.46	269.37	488.15	800.47	346.85	767.28
FEX_0005926	0.00	0.00	0.00	0.00	0.00	0.00	0.00	1.00
FEX_0005927	10.00	4.03	9.99	4.02	10.02	3.01	6.00	4.03
FEX_0005928	102.97	124.76	79.24	87.20	154.48	235.76	129.10	229.89
FEX_0005929	28.46	7.51	50.31	21.31	14.07	10.04	9.13	38.91
FEX_0005930	0.00	0.00	3.00	0.00	1.00	1.00	0.00	1.00
FEX_0005931	0.00	1.00	4.00	0.00	2.00	2.00	0.00	0.00
FEX_0005932	2.00	1.00	5.00	6.00	1.00	2.00	2.00	4.00
FEX_0005933	68.00	104.00	109.00	65.00	138.00	107.00	57.00	111.00
FEX_0005934	310.59	187.34	132.13	180.04	335.01	314.18	198.74	290.78
FEX_0005935	3.41	6.66	15.87	5.96	14.99	28.82	15.26	48.38
FEX_0005936	6.00	16.00	2.00	8.00	3.00	4.00	0.00	0.00
FEX_0005938	49.54	21.84	48.42	49.56	19.63	17.53	7.75	22.88
FEX_0005939	0.00	1.00	0.00	1.00	1.00	1.00	1.00	0.00
FEX_0005940	3.48	1.00	2.03	3.00	3.11	0.00	3.00	3.18
FEX_0005941	1.00	1.00	1.00	6.00	1.00	4.00	1.00	4.40
FEX_0005942	28.10	5.22	19.22	16.25	1.00	6.22	2.00	7.55
FEX_0005943	47.23	31.75	16.00	49.87	14.00	22.76	27.16	42.19
FEX_0005944	1.00	1.00	1.40	2.71	0.00	0.00	0.00	0.00
FEX_0005945	1.00	1.17	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0005946	3.33	0.00	1.96	4.00	0.00	1.00	0.00	2.42
FEX_0005947	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005948	10.00	15.00	16.00	20.00	18.00	14.00	8.00	16.00
FEX_0005949	0.00	0.00	2.00	2.00	4.00	2.00	0.00	0.00
FEX_0005950	2.40	0.00	2.00	0.00	0.00	3.00	2.00	2.79
FEX_0005951	2.00	0.00	1.00	2.00	0.00	6.00	0.00	2.00
FEX_0005952	2.00	1.00	2.00	2.00	0.00	1.00	1.00	1.00
FEX_0005953	69.06	17.68	102.84	83.38	34.87	33.19	25.52	106.39
FEX_0005955	1.00	0.00	0.99	0.00	0.00	0.00	0.00	0.00
FEX_0005957	0.00	0.00	0.00	0.00	0.00	1.00	0.00	0.00
FEX_0005958	3409.07	2683.19	3215.99	2408.61	3163.70	3728.86	2111.63	2505.71
FEX_0005959	138.85	89.86	213.54	160.34	125.85	151.77	114.40	139.64
FEX_0005960	58.24	35.94	91.06	61.35	127.88	171.48	195.31	247.11
FEX_0005961	614.00	572.00	1551.00	772.00	533.00	680.00	374.00	708.00
FEX_0005962	918.93	669.81	953.99	1200.39	597.24	731.14	528.37	963.92
FEX_0005963	1629.26	1360.20	1734.07	947.88	2497.23	3280.85	738.39	3424.41
FEX_0005964	21.16	21.91	79.63	33.21	15.52	40.33	18.45	51.91
FEX_0005965	12.00	10.00	10.00	4.00	1.00	1.00	0.00	8.00
FEX_0005966	678.00	417.02	222.03	408.04	456.00	478.00	699.00	709.23
FEX_0005967	874.35	409.85	528.59	878.30	827.58	799.61	553.73	830.23
FEX_0005968	551.65	831.15	523.41	616.70	472.42	655.39	481.27	592.77
FEX_0005969	524.01	501.12	390.79	381.46	350.43	479.14	327.69	604.82
FEX_0005970	522.99	752.88	685.21	1120.54	1543.57	2360.86	1736.31	3137.18
FEX_0005971	107.23	50.66	100.00	82.00	98.24	158.60	139.40	100.33
FEX_0005972	152.95	164.50	88.67	42.46	101.50	120.63	134.24	122.35
FEX_0005973	36.25	17.12	32.18	13.38	2.01	29.68	27.57	8.61
FEX_0005974	2.00	5.00	0.00	1.00	1.00	0.00	1.00	7.00
FEX_0005975	956.00	922.00	1145.00	1147.00	1226.00	2336.00	945.00	1788.00
FEX_0005976	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005977	7.01	2.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0005979	5.14	6.03	3.82	2.39	2.99	5.41	3.29	5.56
FEX_0005980	1.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0005981	161.01	182.07	141.58	148.40	222.60	202.42	67.47	194.25
FEX_0005982	24.97	87.94	41.42	35.51	79.40	49.58	16.53	60.75
FEX_0005983	0.00	0.00	0.00	0.00	0.00	0.00	5.00	0.00
FEX_0005984	2064.94	1984.84	1058.53	1508.70	1759.92	2525.89	1659.86	2135.87
FEX_0005985	5.00	6.00	27.98	19.00	0.00	4.00	1.00	16.00
FEX_0005986	0.00	0.00	0.00	0.00	2.00	0.00	0.00	0.00
FEX_0005987	0.00	0.00	2.32	0.00	0.92	0.00	1.08	1.00
FEX_0005988	1.00	2.00	2.08	3.34	0.00	2.99	0.00	3.00
FEX_0005989	0.00	0.00	2.00	0.00	0.00	0.00	4.00	7.07
FEX_0005991	2.00	1.00	2.00	1.00	0.00	0.00	0.00	4.00
FEX_0005993	1047.00	1679.00	842.00	1346.00	3041.00	3183.00	2302.00	3371.00
FEX_0005994	266.00	283.14	420.52	375.09	1342.63	1371.85	1010.68	1807.55
FEX_0005995	583.81	473.67	324.42	544.46	382.34	713.49	1082.70	400.01
FEX_0005996	23.96	67.48	106.50	73.73	298.13	536.52	1689.34	152.47
FEX_0005997	256.67	276.62	483.97	338.09	339.82	435.50	191.92	487.55
FEX_0005998	1062.80	1440.05	1375.58	1228.28	1014.13	993.74	1002.06	1146.03
FEX_0005999	777.50	1049.27	612.91	847.67	1003.03	999.05	1124.37	1175.62
FEX_0006000	240.04	237.52	123.50	276.27	326.87	220.48	465.66	244.53
FEX_0006001	427.64	484.62	753.31	494.00	326.28	717.64	418.87	772.50
FEX_0006002	16.36	17.38	55.69	10.00	50.72	55.36	16.13	28.50
FEX_0006003	1.00	0.00	0.00	0.00	0.00	1.00	0.00	1.00
FEX_0006005	251.00	178.00	367.00	248.00	171.00	325.00	159.00	324.00
FEX_0006006	35.00	24.00	56.00	38.00	26.00	19.00	20.00	21.00
FEX_0006008	1.00	1.66	1.00	0.00	1.00	0.00	1.00	1.00
FEX_0006009	75.00	30.77	126.91	32.00	68.00	92.00	47.00	80.85
FEX_0006010	7.15	3.00	1.00	8.00	1.00	0.00	1.00	5.00
FEX_0006012	2.00	0.00	2.00	4.00	3.00	1.00	0.00	2.00
FEX_0006013	6.00	2.00	19.00	10.00	2.00	6.00	3.00	9.00
FEX_0006014	188.20	170.30	107.44	146.50	307.29	108.02	56.87	71.04
FEX_0006015	0.00	1.09	0.00	0.00	121.56	5.16	0.00	0.00
FEX_0006016	94.51	48.29	88.66	83.34	34.96	54.46	103.21	64.62
FEX_0006017	0.00	13.07	0.00	0.00	0.00	0.00	0.00	21.15
FEX_0006018	41.00	43.98	101.00	44.00	56.00	72.00	31.00	28.00
FEX_0006020	4.00	5.00	10.00	5.00	3.00	3.00	2.00	4.00
FEX_0006021	0.00	2.50	12.09	16.00	1.00	0.00	0.00	0.00
FEX_0006022	546.72	605.81	403.84	486.62	424.76	536.56	507.60	612.90
FEX_0006023	0.00	0.00	7.00	0.00	1.00	0.00	0.00	0.00
FEX_0006024	1265.59	1395.21	984.22	1460.46	1124.40	1817.77	1212.02	1682.86
FEX_0006025	4732.41	2733.79	1969.78	2659.54	4386.60	2889.23	3984.94	2397.18
FEX_0006026	8.00	4.12	6.03	1.00	0.99	1.00	0.00	3.00
FEX_0006027	0.00	0.00	0.00	1.00	0.00	0.00	0.00	0.00
FEX_0006028	0.00	0.00	10.00	3.00	0.00	0.00	1.00	0.00
FEX_0006030	3.00	2.00	5.00	1.00	0.00	0.00	5.00	9.00
FEX_0006031	465.06	335.16	302.47	363.30	367.08	598.11	387.14	476.13
FEX_0006032	119.20	87.45	191.45	178.77	58.55	175.49	109.62	227.27
FEX_0006033	43.00	38.96	83.00	62.19	51.00	63.23	43.00	47.00
FEX_0006034	10.37	5.70	30.15	9.63	19.21	2.00	25.21	7.92
FEX_0006035	13.26	4.12	7.85	20.21	3.79	1.98	4.79	4.09
FEX_0006036	0.00	0.00	3.00	0.00	0.00	0.00	1.00	0.00
FEX_0006037	62.69	36.98	57.37	53.41	25.59	26.21	25.84	55.63
FEX_0006038	0.00	4.01	0.00	2.00	0.00	1.00	0.00	0.00
FEX_0006039	369.70	159.11	86.85	102.25	285.06	129.54	211.08	231.79
FEX_0006040	7653.08	4666.75	2114.45	3033.09	6028.03	4620.35	4967.73	5552.29
FEX_0006041	2.00	4.00	4.01	0.00	1.00	1.00	1.00	1.17
FEX_0006042	12.05	3.81	25.53	18.09	3.48	5.52	12.05	23.02
FEX_0006044	0.00	0.00	0.00	3.10	0.00	0.00	0.00	2.88
FEX_0006045	11.05	5.44	26.26	10.21	5.15	7.43	7.06	7.58
FEX_0006046	8.00	4.00	10.00	7.00	2.00	6.00	2.00	5.00
FEX_0006047	0.00	0.00	4.00	1.00	1.00	0.00	0.00	1.00
FEX_0006048	7.02	6.96	38.52	19.71	5.79	5.99	10.99	23.00
FEX_0006049	306.00	299.01	1130.75	345.14	479.00	671.00	287.00	496.00
FEX_0006050	22.00	28.00	38.00	57.00	5.74	28.00	16.31	19.00
FEX_0006051	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006052	1.00	0.00	0.00	7.00	3.00	0.00	1.00	0.00
FEX_0006053	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006054	2.99	3.00	9.00	8.63	2.00	0.00	0.00	3.53
FEX_0006055	7.00	3.00	2.00	2.00	2.00	2.00	0.00	4.00
FEX_0006056	2.00	2.00	7.00	23.00	1.00	0.00	1.00	6.00
FEX_0006058	11.65	8.51	12.13	6.12	11.01	4.09	3.00	14.48
FEX_0006060	11.00	12.00	5.00	4.00	1.00	0.00	0.00	3.00
FEX_0006061	12.00	3.00	5.00	0.00	2.00	0.00	0.00	1.00
FEX_0006062	23.00	25.00	11.00	17.00	7.52	9.00	6.00	13.58
FEX_0006063	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006064	1.00	1.01	1.45	0.90	0.26	2.03	0.00	3.75
FEX_0006065	4.00	5.00	7.00	7.00	1.00	2.00	2.00	0.97
FEX_0006066	4.47	1.00	0.00	1.21	1.02	3.00	0.00	0.00
FEX_0006067	9.45	10.45	9.58	14.01	5.01	4.99	7.01	14.91
FEX_0006068	87.17	37.92	58.36	64.00	115.81	126.69	14.51	213.62
FEX_0006069	15.18	0.00	19.35	0.00	2.01	0.00	0.00	16.19
FEX_0006070	0.00	7.01	0.00	16.02	6.87	1.02	6.00	9.68
FEX_0006071	0.00	0.00	0.00	1.00	0.00	0.00	0.00	1.00
FEX_0006072	1.12	2.99	6.33	4.00	0.99	0.00	1.00	6.00
FEX_0006073	25.07	31.89	37.09	47.21	11.27	10.00	7.57	11.30
FEX_0006074	0.00	0.00	1.92	3.97	0.00	0.00	0.00	0.00
FEX_0006075	741.61	312.32	342.80	552.11	391.85	250.16	320.51	381.36
FEX_0006076	0.00	1.00	8.01	2.28	0.00	2.00	1.28	4.26
FEX_0006077	553.00	629.00	1958.00	760.00	765.00	1577.00	578.00	1191.00
FEX_0006078	125.00	152.00	91.00	45.00	84.00	113.00	65.00	56.00
FEX_0006079	4.00	0.00	1.00	1.00	1.00	0.00	2.00	0.00
FEX_0006081	0.00	0.00	0.00	0.00	1.00	4.00	0.00	1.00
FEX_0006082	5736.77	3032.42	3159.88	1988.14	3681.33	3534.91	2170.00	3271.83
FEX_0006083	606.77	633.09	0.00	0.00	3045.27	1737.38	1078.56	954.48
FEX_0006084	213.39	288.25	314.04	243.91	174.94	367.24	206.35	294.33
FEX_0006085	984.34	1027.04	1273.40	1078.68	1074.68	1288.82	796.26	1266.04
FEX_0006086	472.22	501.59	444.02	516.56	388.80	708.21	347.30	644.97
FEX_0006087	12.16	21.19	29.54	17.59	17.05	55.41	22.38	42.86
FEX_0006088	115.00	96.00	188.00	139.00	67.00	153.00	92.00	132.00
FEX_0006089	550.78	451.54	341.98	440.78	595.20	648.55	383.35	688.44
FEX_0006090	651.00	437.26	260.25	325.48	441.38	347.69	342.02	377.50
FEX_0006091	0.00	6.74	7.75	4.52	12.62	12.31	3.98	5.50
FEX_0006092	361.75	376.50	282.93	282.48	276.62	286.65	288.81	260.35
FEX_0006093	22.69	11.49	90.88	16.24	15.37	73.68	8.97	33.87
FEX_0006094	827.00	1309.00	1182.82	1280.00	1424.00	2177.00	1559.00	2065.00
FEX_0006095	20.00	27.00	121.00	32.00	34.00	104.00	22.00	64.00
FEX_0006096	1089.61	1531.75	1712.88	1590.44	1209.26	1836.79	941.60	1362.57
FEX_0006097	11.65	7.74	10.60	15.36	39.82	119.46	49.91	79.44
FEX_0006098	5.00	0.00	0.00	0.00	0.00	0.00	1.67	0.00
FEX_0006099	0.00	0.00	0.00	0.00	4.00	8.92	34.10	3.50
FEX_0006100	0.00	0.00	0.00	15.96	0.00	0.00	1.53	0.00
FEX_0006101	34.00	18.11	42.20	26.04	13.44	21.08	67.75	34.81
FEX_0006102	0.00	2.89	8.80	0.00	5.56	0.00	27.95	4.69
FEX_0006103	5.00	6.00	13.18	5.00	8.00	14.00	15.00	19.00
FEX_0006104	3.99	6.90	8.89	17.79	5.00	2.00	1.00	16.47
FEX_0006105	7.00	3.08	2.23	4.45	2.19	1.76	2.69	6.24
FEX_0006106	4.97	2.06	9.10	2.97	4.84	1.28	1.12	3.82
FEX_0006107	0.00	0.00	3.00	0.00	0.00	1.00	0.00	1.00
FEX_0006108	0.00	0.00	6.00	4.00	0.00	0.00	2.00	0.00
FEX_0006109	234.48	346.99	334.98	414.88	380.98	249.84	115.92	243.15
FEX_0006110	1.00	7.00	1.00	0.00	0.00	0.00	1.00	1.00
FEX_0006111	10.00	4.00	0.00	1.46	1.54	3.00	0.49	0.00
FEX_0006112	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0006113	1.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006114	1.00	0.00	2.00	1.00	1.00	3.00	0.00	2.00
FEX_0006115	0.00	0.00	0.00	0.00	0.00	0.00	1.00	0.00
FEX_0006116	15.00	9.00	23.00	31.54	6.59	2.00	9.51	11.00
FEX_0006117	0.00	0.00	0.00	1.37	0.00	0.00	0.00	0.00
FEX_0006118	1039.94	1133.23	1045.53	1287.75	861.83	1441.30	697.07	1119.61
FEX_0006119	4.00	3.00	8.04	6.00	1.00	4.00	1.01	2.02
FEX_0006120	45.16	33.00	45.24	35.17	47.23	57.04	40.36	32.00
FEX_0006121	3.00	1.00	10.25	6.00	7.00	2.00	2.00	3.00
FEX_0006122	2476.71	2120.61	1836.49	1757.06	2430.21	2447.88	2053.17	2300.99
FEX_0006123	185.90	147.77	153.19	184.08	133.94	216.47	189.56	101.37
FEX_0006124	378.00	404.40	246.00	265.00	740.12	415.00	407.00	422.07
FEX_0006125	144.00	83.12	151.00	127.00	115.04	209.00	129.00	168.09
FEX_0006126	4.00	0.00	3.00	7.00	25.00	19.00	12.00	8.00
FEX_0006127	164.00	103.00	148.00	191.00	81.00	128.00	55.00	94.00
FEX_0006128	234.93	208.41	236.39	255.17	132.32	216.15	150.66	233.68
FEX_0006129	1584.07	2067.59	2943.61	1880.83	2094.68	5730.85	1969.34	5058.32
FEX_0006130	3230.97	2113.25	1621.46	1926.45	2696.36	2512.79	2354.15	1669.24
FEX_0006131	562.60	438.55	531.27	494.94	871.97	322.71	506.51	807.47
FEX_0006132	439.43	363.20	374.27	441.61	258.67	320.50	190.34	358.29
FEX_0006133	614.95	586.77	1226.89	983.96	960.91	1278.52	1235.87	1281.70
FEX_0006134	689.82	622.64	1066.70	866.78	613.32	829.14	634.16	505.07
FEX_0006135	741.97	525.45	281.44	435.17	1010.65	903.61	879.54	942.14
FEX_0006136	91.00	81.00	159.00	96.00	75.00	136.00	88.00	98.00
FEX_0006137	4033.30	3566.28	3868.00	3145.02	4066.00	4602.92	3968.24	4042.00
FEX_0006138	600.70	219.72	0.00	565.98	162.00	0.00	4536.76	0.00
FEX_0006139	594.03	531.62	585.06	298.65	732.80	599.42	668.15	686.50
FEX_0006140	0.00	2.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0006141	3.82	0.00	3.46	0.00	0.00	0.00	24.86	13.88
FEX_0006142	233.10	292.59	280.31	219.69	257.67	487.54	204.03	322.76
FEX_0006143	575.77	500.96	326.26	397.33	358.94	468.08	280.53	416.15
FEX_0006144	2374.96	1583.32	975.90	1311.80	1997.19	1667.48	1792.40	1729.88
FEX_0006145	3537.21	2322.42	2205.44	2977.22	3807.48	3892.04	5948.73	4413.97
FEX_0006146	80.00	177.00	245.00	200.00	181.00	287.00	139.00	308.00
FEX_0006147	1486.56	871.99	753.15	1063.27	980.48	826.19	584.19	571.00
FEX_0006148	1111.79	2691.38	935.38	600.48	1482.87	1777.78	1113.02	1494.59
FEX_0006149	225.94	169.11	322.92	325.52	266.13	359.78	205.79	259.37
FEX_0006150	169.00	128.00	194.00	187.00	64.00	162.00	52.00	131.00
FEX_0006151	197.22	154.64	195.69	157.87	225.20	275.35	125.75	189.23
FEX_0006152	1581.78	2204.36	1608.31	2016.13	2029.80	2167.65	1325.25	2347.77
FEX_0006153	1805.46	318.66	147.08	294.35	435.58	374.78	12220.78	582.86
FEX_0006154	2.00	0.00	9.76	9.00	4.90	15.98	119.43	5.00
FEX_0006155	0.00	0.00	0.24	0.00	2.10	0.02	25.57	0.00
FEX_0006156	528.19	393.46	831.68	388.54	772.11	967.58	540.07	630.72
FEX_0006157	42.00	32.00	45.00	36.00	28.00	27.00	17.00	21.00
FEX_0006158	45.00	18.00	39.00	50.00	10.00	5.00	8.00	19.00
FEX_0006159	407.34	279.88	122.24	311.12	312.31	268.64	305.15	239.43
FEX_0006160	10.00	5.00	3.00	5.00	5.00	7.00	5.00	6.00
FEX_0006161	7674.98	12925.63	7518.00	8261.73	4422.92	11518.00	4102.88	8013.12
FEX_0006162	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006163	2.00	1.00	6.00	0.00	0.00	1.00	0.00	0.00
FEX_0006165	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006166	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006167	2.00	0.00	7.00	0.00	1.00	0.00	2.00	4.00
FEX_0006168	535.29	615.39	875.51	725.94	872.79	806.12	734.83	723.01
FEX_0006169	49.00	31.02	89.07	60.99	23.00	24.89	20.00	55.25
FEX_0006170	21.21	13.00	9.31	21.29	2.00	1.54	2.00	5.68
FEX_0006171	11.23	17.51	28.70	48.09	11.05	18.16	8.60	13.98
FEX_0006172	0.00	3.59	3.00	6.00	2.13	2.00	0.00	0.00
FEX_0006173	28.51	23.00	13.83	34.97	4.45	1.46	1.85	3.32
FEX_0006174	7.00	1.01	5.10	12.00	0.00	2.00	1.00	5.00
FEX_0006175	0.00	2.00	0.00	3.00	0.00	1.00	0.00	1.00
FEX_0006176	17.00	17.00	20.00	25.53	6.00	9.45	6.00	8.77
FEX_0006177	169.73	144.98	158.90	180.04	172.28	177.14	136.44	197.41
FEX_0006178	5.30	4.05	8.20	6.02	11.72	5.88	6.59	6.54
FEX_0006179	13.01	0.00	12.04	2.00	1.00	1.00	2.00	7.01
FEX_0006181	544.04	688.05	658.77	818.18	617.00	1123.99	626.89	926.18
FEX_0006182	18.00	0.00	6.00	29.00	1.00	5.00	6.00	7.00
FEX_0006183	18.08	17.00	15.00	28.00	5.86	5.90	1.00	14.89
FEX_0006184	12.00	5.00	3.00	7.46	9.00	4.64	3.00	7.31
FEX_0006185	30.00	5.00	6.00	31.00	8.00	6.00	6.00	14.69
FEX_0006186	1.10	7.04	6.30	5.00	0.00	1.00	1.49	0.00
FEX_0006187	38.28	18.00	26.86	24.74	9.55	5.00	2.15	5.00
FEX_0006188	29.80	99.13	46.72	49.08	109.40	185.12	117.72	62.48
FEX_0006189	782.23	658.17	464.79	719.89	1222.47	1059.24	875.31	1232.69
FEX_0006190	9.00	0.00	0.00	10.00	0.00	0.00	0.00	0.00
FEX_0006191	22.00	12.00	18.00	16.00	7.00	3.02	4.00	3.00
FEX_0006192	484.02	326.61	293.73	331.63	409.12	711.12	410.11	636.88
FEX_0006193	44.35	10.11	51.74	45.66	22.38	14.01	22.48	59.82
FEX_0006194	18.04	14.01	17.37	25.28	5.78	13.49	6.02	28.38
FEX_0006195	3.17	0.00	3.11	3.25	4.09	5.31	3.00	5.12
FEX_0006196	1.00	0.00	2.00	0.00	0.00	1.00	0.00	1.00
FEX_0006197	15.47	15.71	10.14	10.30	7.69	3.47	6.11	11.24
FEX_0006198	1100.68	853.15	749.17	732.70	932.95	1144.43	833.64	663.18
FEX_0006199	1702.38	955.52	994.58	753.55	2899.94	3623.88	25140.86	3044.87
FEX_0006200	1.00	1.00	0.00	1.00	0.00	1.00	0.00	1.00
FEX_0006201	122.49	172.17	73.67	119.33	38.33	48.22	14.75	56.92
FEX_0006202	47.02	10.49	15.62	22.39	10.70	15.51	7.43	15.56
FEX_0006203	315.00	201.92	82.69	108.70	63.32	85.99	87.64	128.51
FEX_0006204	89.09	38.63	125.48	52.66	57.26	309.37	110.57	257.97
FEX_0006205	835.88	406.56	220.89	319.34	451.60	349.12	355.15	310.38
FEX_0006206	872.56	659.91	592.16	761.22	722.87	814.86	632.49	779.65
FEX_0006207	714.36	685.78	491.28	513.82	910.61	818.05	881.54	784.27
FEX_0006208	8.34	17.94	20.92	4.89	19.87	2.70	7.88	0.00
FEX_0006209	203.27	43.30	0.00	0.00	255.76	0.00	0.00	0.00
FEX_0006210	0.00	0.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006211	1072.00	1645.00	3776.99	3270.00	767.99	1673.00	487.00	1262.00
FEX_0006212	17.91	0.00	8.87	51.41	7.07	0.00	0.00	32.00
FEX_0006213	320.49	301.67	300.27	194.84	304.38	300.92	231.21	240.51
FEX_0006214	270.47	170.86	135.59	128.88	77.36	124.56	38.45	78.55
FEX_0006215	266.14	195.46	229.27	244.87	23.19	136.52	66.34	78.94
FEX_0006216	35.00	14.00	41.00	25.00	31.00	57.00	35.00	55.00
FEX_0006217	1547.02	1552.00	829.36	1137.01	1123.80	1221.89	1141.00	1382.12
FEX_0006218	1.00	7.00	6.00	5.00	0.00	6.00	8.00	4.00
FEX_0006219	76.00	25.00	49.00	60.00	34.00	25.00	15.00	41.00
FEX_0006221	8.00	17.00	9.00	12.00	8.00	13.00	10.00	30.00
FEX_0006222	2956.08	472.88	2075.75	1125.00	750.13	482.70	1037.79	780.60
FEX_0006223	67.92	78.25	61.83	79.14	81.04	105.25	31.97	67.52
FEX_0006224	459.08	560.75	468.17	477.86	550.96	944.75	528.03	896.48
FEX_0006225	1.00	0.00	3.00	2.00	0.00	0.00	0.00	0.00
FEX_0006226	4.00	2.00	13.00	4.00	0.00	3.00	4.00	2.00
FEX_0006227	51.00	10.00	26.00	51.00	6.93	9.35	45.00	34.00
FEX_0006228	0.00	0.00	0.00	0.00	4.07	2.65	0.00	0.00
FEX_0006229	0.00	0.00	1.00	0.00	0.00	0.00	1.00	0.00
FEX_0006230	16.00	4.00	11.00	16.00	4.00	4.00	2.00	11.00
FEX_0006231	11.00	3.00	14.00	14.38	1.00	1.00	10.49	11.00
FEX_0006232	4.90	10.12	7.90	0.00	0.00	2.30	1.21	1.13
FEX_0006233	893.80	508.23	767.85	909.23	601.24	1002.66	776.55	943.90
FEX_0006234	1216.10	856.07	540.09	692.00	1252.00	979.00	1405.00	937.07
FEX_0006235	0.00	1.00	0.00	0.00	0.00	0.00	0.00	0.00
FEX_0006236	2014.00	1966.00	2714.00	2033.00	1012.00	1727.00	1501.00	1427.00
FEX_0006237	3100.20	1666.77	2178.15	3124.77	1576.76	2596.34	2488.45	2663.10
FEX_0006238	44.00	41.04	61.00	61.00	28.00	43.00	37.00	62.00
FEX_0006239	389.00	1924.00	2321.00	1465.00	806.00	1664.00	2319.00	1199.00
FEX_0006240	4.62	20.60	42.55	0.00	36.00	75.65	58.59	66.54
FEX_0006241	59.38	44.40	23.45	121.00	69.55	85.22	69.41	154.46
FEX_0006242	33.00	7.00	18.00	19.00	7.00	18.00	0.00	1.00
FEX_0006243	78.00	214.00	247.00	129.00	93.00	178.00	48.00	112.00
FEX_0006244	584.37	350.55	182.88	325.14	389.57	506.55	326.81	362.47
FEX_0006245	626.86	585.68	354.95	445.46	994.72	809.14	860.09	598.87
FEX_0006246	160.77	129.77	441.17	178.40	254.71	243.31	253.09	330.67
FEX_0006247	2.00	5.00	8.00	3.00	0.00	1.06	1.00	0.00
FEX_0006248	0.00	0.00	1.00	0.00	0.00	0.00	0.00	0.00
FEX_0006249	29.83	6.34	8.22	15.85	15.34	3.13	13.73	23.56
FEX_0006250	9.13	2.00	7.99	8.21	3.01	5.09	4.71	10.47
